source_sector,target_sector,source_variable,target_variable,lag,n_obs,f_stat,p_value,df_denom,df_num,status,error_message
Technology,Utilities,sent_Technology,sent_Utilities,1,270,3.265750189273304,0.07187045295854586,266.0,1,ok,
Technology,Utilities,sent_Technology,sent_Utilities,2,270,1.8840371087585905,0.15402072775555298,263.0,2,ok,
Technology,Utilities,sent_Technology,sent_Utilities,3,270,1.1671419787757757,0.32274812294926014,260.0,3,ok,
Technology,Utilities,sent_Technology,sent_Utilities,4,270,1.0216003549702903,0.39661818408048277,257.0,4,ok,
Technology,Utilities,sent_Technology,sent_Utilities,5,270,0.8805465030637316,0.4946402838412578,254.0,5,ok,
ConsumerStaples,Banking,sent_ConsumerStaples,sent_Banking,1,270,0.060329921653974716,0.8061646485882059,266.0,1,ok,
ConsumerStaples,Banking,sent_ConsumerStaples,sent_Banking,2,270,0.2508696211113395,0.7783098056491393,263.0,2,ok,
ConsumerStaples,Banking,sent_ConsumerStaples,sent_Banking,3,270,0.3715664715897872,0.7735866097731569,260.0,3,ok,
ConsumerStaples,Banking,sent_ConsumerStaples,sent_Banking,4,270,0.49701885268845813,0.7379456715151265,257.0,4,ok,
ConsumerStaples,Banking,sent_ConsumerStaples,sent_Banking,5,270,0.34943639368515755,0.8823547850049858,254.0,5,ok,
ConsumerStaples,RealEstate,sent_ConsumerStaples,sent_RealEstate,1,270,0.33321583467088334,0.5642598341390049,266.0,1,ok,
ConsumerStaples,RealEstate,sent_ConsumerStaples,sent_RealEstate,2,270,0.18208275798701065,0.8336373420170303,263.0,2,ok,
ConsumerStaples,RealEstate,sent_ConsumerStaples,sent_RealEstate,3,270,1.6043209261121425,0.18878576163182081,260.0,3,ok,
ConsumerStaples,RealEstate,sent_ConsumerStaples,sent_RealEstate,4,270,1.3294507211291233,0.25938423444036346,257.0,4,ok,
ConsumerStaples,RealEstate,sent_ConsumerStaples,sent_RealEstate,5,270,1.7824788181968394,0.1168417750501136,254.0,5,ok,
ConsumerStaples,SteelMaterials,sent_ConsumerStaples,sent_SteelMaterials,1,270,0.05033600812533188,0.8226518584258815,266.0,1,ok,
ConsumerStaples,SteelMaterials,sent_ConsumerStaples,sent_SteelMaterials,2,270,0.2698985745246676,0.7636681255495982,263.0,2,ok,
ConsumerStaples,SteelMaterials,sent_ConsumerStaples,sent_SteelMaterials,3,270,0.9237047955395937,0.4298371919603693,260.0,3,ok,
